,Restaurant,Ranking,Reviews,Price,Range_price,Cousine_type,Address,Phone,Site,Area,Near,Url
71,Salino Restaurant & Wine Bar,"5,0 ",126 recensioni,€€-€€€,,"Italiana, Mediterranea, Wine Bar, Toscana","Via Ghibellina 69/R, 50122, Firenze Italia",+39 055 234 0588,,Santa Croce,"0,6 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d13987029-Reviews-Salino_Restaurant_Wine_Bar-Florence_Tuscany.html
72,Osteria del Pavone,"5,0 ",358 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via del Pavone, 1/R, 50125, Firenze Italia",+39 055 268134,,Oltrarno,"0,4 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d13123970-Reviews-Osteria_del_Pavone-Florence_Tuscany.html
73,La Nicchia Winebar Enoteca Bistrot,"5,0 ",300 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Wine Bar, Toscana, Italiana (centro)","Lungarno Amerigo Vespucci 34/r between Piazza Goldoni and Piazza Ognissanti, 50123, Firenze Italia",+39 331 888 3047,,Centro storico di Firenze,"0,3 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d11885183-Reviews-La_Nicchia_Winebar_Enoteca_Bistrot-Florence_Tuscany.html
74,Cucina Conviviale,"4,5 ",1.693 recensioni,€€-€€€,,"Italiana, Pizza, Mediterranea, Europea, Napoletana, Campana, Toscana, Italiana (centro), Italiana (sud)","Via del Cronaca 16r, 50142, Firenze Italia",+39 055 246 6318,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d12597899-Reviews-Cucina_Conviviale-Florence_Tuscany.html
75,Gusta Trippa,"5,0 ",122 recensioni,€,,"Italiana, Fast food, Toscana, Italiana (centro)","Via Sant'Elisabetta 7r, 50122, Firenze Italia",+39 339 742 5692,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d10026612-Reviews-Gusta_Trippa-Florence_Tuscany.html
76,Indian Palace,"5,0 ",636 recensioni,€,,"Indiana, Asiatica, Salutistica","Via Guelfa 96R, 50129, Firenze Italia",+39 055 527 2498,,Centro storico di Firenze,"0,4 km da Galleria dell'Accademia di Firenze",https://www.tripadvisor.it/Restaurant_Review-g187895-d14136509-Reviews-Indian_Palace-Florence_Tuscany.html
77,B.O.r.G.O.,"5,0 ",205 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Toscana, Italiana (centro)","Borgo San Frediano 145r, 50124, Firenze Italia",+39 055 223449,,San Frediano,"0,7 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d12311338-Reviews-B_O_r_G_O-Florence_Tuscany.html
78,Note Di Vino,"4,5 ",875 recensioni,€€-€€€,,"Italiana, Bar, Mediterranea, Europea, Wine Bar, Toscana, Italiana (centro)","Borgo dei Greci, 4/6r Piazza Santa Croce, 50122, Firenze Italia",+39 334 856 8706,,Centro storico di Firenze,"0,4 km da Palazzo Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d1753675-Reviews-Note_Di_Vino-Florence_Tuscany.html
79,Mister Pizza,"4,5 ",985 recensioni,€,,"Italiana, Pizza, Napoletana, Campana, Italiana (sud)","Via Pietrapiana, 82/R, 50121, Firenze Italia",+39 055 386 0311,,Santa Croce,"0,4 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d2437478-Reviews-Mister_Pizza-Florence_Tuscany.html
80,Trattoria Giovanni,"4,5 ",1.527 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via Sant'Agostino, 38r, 50125, Firenze Italia",+39 055 088 0671,,Oltrarno,"0,4 km da Palazzo Pitti",https://www.tripadvisor.it/Restaurant_Review-g187895-d5096796-Reviews-TRATTORIA_GIOVANNI-Florence_Tuscany.html
81,I'Tuscani 2,"4,5 ",3.197 recensioni,€€-€€€,,,"Via de Federighi 37/R, 50123, Firenze Italia",+39 055 906 5507,,Duomo,"0,1 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d8319466-Reviews-I_Tuscani_2-Florence_Tuscany.html
82,Mister Pizza - Piazza Del Duomo,"4,5 ",2.741 recensioni,€,,"Italiana, Pizza, Napoletana, Campana, Italiana (sud)","Piazza del Duomo 5r, 50122, Firenze Italia",+39 055 238 2263,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d3916092-Reviews-Mister_Pizza-Florence_Tuscany.html
83,Osteria Filetto d'Oro,"4,5 ",280 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Toscana, Italiana (centro)","Via dei Neri, 48r, 50122, Firenze Italia",+39 055 1999 0472,,Centro storico di Firenze,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d13763328-Reviews-Osteria_Filetto_d_oro-Florence_Tuscany.html
84,Ke Ci Metto? Schiacciate e Vino,"4,5 ",171 recensioni,€,,"Italiana, Fast food, Toscana, Italiana (centro)","Borgo la Croce 52/R, 50121, Firenze Italia",+39 329 592 1160,,Centro storico di Firenze,"0,9 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d3978436-Reviews-Ke_Ci_Metto_Schiacciate_e_Vino-Florence_Tuscany.html
85,Braceria Bisteccheria Ristorante Santa Maria Novella,"4,5 ",1.663 recensioni,€€-€€€,,"Italiana, Steakhouse, Toscana","Via della Scala, 8 Blu, 50123, Firenze Italia",+39 055 073 5481,,Centro storico di Firenze,"0,1 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d9568819-Reviews-Braceria_Bisteccheria_Ristorante_Santa_Maria_Novella-Florence_Tuscany.html
86,Ora d'Aria,"4,0 ",996 recensioni,€€€€,,"Italiana, Mediterranea, Europea, Toscana, Contemporanea, Italiana (centro)","Via Accademia dei Georgofili, 11r, Firenze Italia",+39 055 200 1699,,Centro storico di Firenze,"0,1 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d1084308-Reviews-Ora_d_Aria-Florence_Tuscany.html
87,Al Duomo,"4,5 ",1.443 recensioni,€€-€€€,,"Italiana, Steakhouse, Mediterranea, Europea, Toscana, Italiana (centro)","Via Dei Servi 9 A pochi passi dal Duomo, 50122, Firenze Italia",+39 055 906 1372,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d13272532-Reviews-Al_Duomo-Florence_Tuscany.html
88,Ristorante Cacio Vino Trallala',"4,5 ",1.202 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Borgo Santi Apostoli, 29/R, 50123, Firenze Italia",+39 055 215558,,Centro storico di Firenze,"0,3 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d3748293-Reviews-Cacio_Vino_Trallalla-Florence_Tuscany.html
89,L'Osteria - Cucina Casalinga,"4,5 ",294 recensioni,€€-€€€,,"Steakhouse, Toscana, Mediterranea","Via Dei Neri 12r Firenze, Centro Storico, Piazza Signoria, 50122, Firenze Italia",+39 055 239 8487,,Centro storico di Firenze,"0,3 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d17406201-Reviews-L_Osteria_Cucina_Casalinga-Florence_Tuscany.html
90,I'Tuscani 3,"4,5 ",1.348 recensioni,€€-€€€,,"Italiana, Steakhouse, Barbecue, Toscana, Italiana (centro)","Via Dante Alighieri 18R, 50122, Firenze Italia",+39 055 285356,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d11946532-Reviews-I_Tuscani_3-Florence_Tuscany.html
91,IL BARRETTO,"4,5 ",1.021 recensioni,€€€€,,"Italiana, Pesce, Mediterranea, Salutistica, Toscana, Italiana (centro), Internazionale","Via del Parione 50/r, 50123, Firenze Italia",+39 055 294122,,Duomo,"0,3 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d2433001-Reviews-Il_Barretto-Florence_Tuscany.html
92,Ristorante La Pescatoria,"4,0 ",520 recensioni,€€-€€€,,"Italiana, Pesce, Mediterranea","Via Palazzuolo, 80/R, 50123, Firenze Italia",+39 055 265 7782,,Centro storico di Firenze,"0,2 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d1207634-Reviews-Osteria_La_Pescatoria-Florence_Tuscany.html
93,Mangia Pizza,"4,5 ",1.485 recensioni,€,,"Italiana, Pizza, Salutistica, Toscana, Italiana (centro)","Via Lambertesca, 24, 50122, Firenze Italia",+39 055 287595,,Centro storico di Firenze,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d6580845-Reviews-Mangia_Pizza_Firenze-Florence_Tuscany.html
94,La Fettunta,"4,5 ",4.082 recensioni,€,,"Italiana, Mediterranea, Barbecue, Toscana, Italiana (centro)","Via dei Neri, 72/R, 50122, Firenze Italia",+39 055 274 1102,,Centro storico di Firenze,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d3879133-Reviews-La_Fettunta-Florence_Tuscany.html
95,Robiglio - Via dei Servi,"4,5 ",238 recensioni,€€-€€€,,"Italiana, Caffè, Mediterranea, Toscana, Italiana (centro)","Via dei Servi 112/r, 50122, Firenze Italia",+39 055 212784,,Centro storico di Firenze,"0,4 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d3201041-Reviews-Robiglio_Via_dei_Servi-Florence_Tuscany.html
96,Osteria de'Cicalini,"4,5 ",233 recensioni,€€-€€€,,"Italiana, Mediterranea, Contemporanea, Europea, Toscana, Italiana (centro)","Via Delle Oche 15 Rosso, 50122, Firenze Italia",+39 055 205 2610,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d13218811-Reviews-Osteria_de_Cicalini-Florence_Tuscany.html
97,Beer House Club,"4,5 ",516 recensioni,€,,"Steakhouse, Pizza, Grill, Birreria","Corso Dei Tintori 31/R, 50122, Firenze Italia",+39 055 247 6763,,Santa Croce,"0,4 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d4546534-Reviews-Beer_House_Club-Florence_Tuscany.html
98,OverFit - Cocktails Events Food,"4,5 ",88 recensioni,€€-€€€,,"Birreria, Wine Bar, Gastropub","Via del Perugino 45/1 Pressi Uci Cinemas Firenze, 50142, Firenze Italia",+39 392 262 1113,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d13391788-Reviews-OverFit_Cocktails_Events_Food-Florence_Tuscany.html
99,Alimentari del Chianti,"4,5 ",154 recensioni,€€-€€€,,"Italiana, Toscana, Italiana (centro)","Piazza de Pitti 3R, 50125, Firenze Italia",+39 392 600 9459,,Oltrarno,"0,5 km da Ponte Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d11644228-Reviews-Alimentari_del_Chianti-Florence_Tuscany.html
100,Pizzeria I Camaldoli,"4,5 ",875 recensioni,€€-€€€,,"Italiana, Pizza, Mediterranea, Napoletana, Campana, Toscana, Italiana (centro), Italiana (sud)","Piazza Del Mercato Centrale 14/r, 50123, Firenze Italia",+39 055 268407,,Centro storico di Firenze,"0,5 km da Museo dell'Opera del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d12395952-Reviews-Pizzeria_I_Camaldoli-Florence_Tuscany.html
101,Occomè,"4,5 ",142 recensioni,€,,Italiana,"Piazza Lorenzo Ghiberti 43r, 50122, Firenze Italia",+39 335 608 4340,,Santa Croce,"0,7 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d15242630-Reviews-Occome-Florence_Tuscany.html
102,Gustavino Piazza Signoria,"4,5 ",4.674 recensioni,€€-€€€,,,"Via della Condotta 37 A pochi passi dalla Piazza della Signoria, 50123, Firenze Italia",+39 055 239 9806,,Duomo,"0,1 km da Palazzo Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d1088272-Reviews-Gustavino_Piazza_Signoria-Florence_Tuscany.html
103,Le Volpi e L'Uva,"4,5 ",1.053 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Wine Bar, Toscana, Italiana (centro)","Piazza Dei Rossi 1, 50125, Firenze Italia",+39 055 239 8132,,Oltrarno,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d1034478-Reviews-Le_Volpi_e_L_Uva-Florence_Tuscany.html
104,Sabatini Firenze,"4,5 ",525 recensioni,€€€€,,"Italiana, Barbecue, Salutistica, Toscana","Via dei Panzani, 9/A, 50123, Firenze Italia",+39 055 282802,,Centro storico di Firenze,"0,4 km da Museo dell'Opera del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d716394-Reviews-Sabatini_Firenze-Florence_Tuscany.html
105,Trattoria Ponte Vecchio,"4,5 ",1.796 recensioni,€€-€€€,,Toscana,"Lungarno Degli Archibusieri, 8, 50122, Firenze Italia",+39 055 292289,,Centro storico di Firenze,"0,1 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d754573-Reviews-Trattoria_Ponte_Vecchio-Florence_Tuscany.html
106,snack bar Anna,"5,0 ",171 recensioni,€,,Caffè,"Via De' Ginori 26, 50123, Firenze Italia",+39 055 238 1143,,Centro storico di Firenze,"0,4 km da Museo dell'Opera del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d2723153-Reviews-Snack_Bar_Anna-Florence_Tuscany.html
107,Trattoria Pandemonio di Casa Brogi,"4,5 ",2.165 recensioni,€€-€€€,,"Steakhouse, Italiana, Mediterranea, Toscana, Italiana (centro)","via del Leone 50/R, 50124, Firenze Italia",+39 055 224002,,San Frediano,"0,7 km da Palazzo Pitti",https://www.tripadvisor.it/Restaurant_Review-g187895-d1515999-Reviews-Trattoria_Pandemonio_di_Casa_Brogi-Florence_Tuscany.html
108,Osteria dell'Osso,"4,5 ",387 recensioni,€€-€€€,,"Italiana, Steakhouse, Mediterranea, Toscana, Italiana (centro), Grill","Piazza del mercato centrale 2 rosso 3 rosso Di fronte Al uscita parcheggio del mercato centrale, 50123, Firenze Italia",+39 347 543 3077,,Centro storico di Firenze,"0,5 km da Museo dell'Opera del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d13957514-Reviews-Osteria_dell_Osso-Florence_Tuscany.html
109,Ristorante Sant' Ambrogio,"4,5 ",1.496 recensioni,€€-€€€,,"Steakhouse, Barbecue, Salutistica, Toscana, Italiana (centro), Grill","Via Luigi Carlo Farini 5r, 50121, Firenze Italia",+39 055 246 9315,,Centro storico di Firenze,"0,6 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d10898547-Reviews-Sant_Ambrogio-Florence_Tuscany.html
110,Nedo L' Officina Dei Golosi,"4,5 ",261 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Toscana, Italiana (centro)","Piazza Paolo Uccello 12, 50142, Firenze Italia",+39 055 715246,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d7911321-Reviews-Nedo_L_Officina_Dei_Golosi-Florence_Tuscany.html
111,Calistro,"4,5 ",136 recensioni,€€-€€€,,"Toscana, Contemporanea, Cibo di strada, Italiana (centro)","Lungarno Benvenuto Cellini 43/R, 50125, Firenze Italia",+39 055 681 2904,,Centro storico di Firenze,"0,2 km da Piazzale Michelangelo",https://www.tripadvisor.it/Restaurant_Review-g187895-d12537394-Reviews-Calistro-Florence_Tuscany.html
112,Ristorante il Paiolo,"4,5 ",1.981 recensioni,€€-€€€,,"Steakhouse, Salutistica, Toscana","Via del Corso, 42/R, 50122, Firenze Italia",+39 055 215019,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1186855-Reviews-Ristorante_il_Paiolo-Florence_Tuscany.html
113,Ristorante Arte d'Oriente,"4,5 ",193 recensioni,€€-€€€,,"Cinese, Pesce, Asiatica","Viale Raffaello Sanzio 6/A, 50124, Firenze Italia",+39 055 223055,,"1,2 km da Piazza Santo Spirito",Sito web,https://www.tripadvisor.it/Restaurant_Review-g187895-d13795050-Reviews-Ristorante_Arte_d_Oriente-Florence_Tuscany.html
114,IO osteria personale,"4,5 ",929 recensioni,€€€€,,"Contemporanea, Italiana, Mediterranea","Borgo San Frediano 167r, 50124, Firenze Italia",+39 055 933 1341,,San Frediano,"0,8 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d2053275-Reviews-IO_osteria_personale-Florence_Tuscany.html
115,Enoteca Pitti Gola e Cantina,"4,5 ",1.706 recensioni,€€-€€€,,"Italiana, Mediterranea, Wine Bar, Toscana, Italiana (centro)","Piazza Dei Pitti 16, 50125, Firenze Italia",+39 055 212704,,Oltrarno,"0,5 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d896746-Reviews-Enoteca_Pitti_Gola_e_Cantina-Florence_Tuscany.html
116,Rooster Restaurant & Cocktail Bar,"4,5 ",630 recensioni,€€-€€€,,Ristoranti con bar,"Via Porta Rossa, 63R Piazza Davanzati, 50123, Firenze Italia",+39 055 264 5006,,Centro storico di Firenze,"0,3 km da Palazzo Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d13970479-Reviews-Rooster_Restaurant_Cocktail_Bar-Florence_Tuscany.html
117,’A Puteca,"4,0 ",86 recensioni,€€-€€€,,"Italiana, Pizza, Mediterranea, Napoletana, Campana, Italiana (sud)","Via Vincenzo Gioberti, 170, 50121, Firenze Italia",+39 055 202 5712,,"1,0 km da Piazzale Michelangelo",Sito web,https://www.tripadvisor.it/Restaurant_Review-g187895-d16663427-Reviews-A_Puteca-Florence_Tuscany.html
118,Pizza Napoli 1955,"4,5 ",2.262 recensioni,€,,"Italiana, Pizza, Fast food, Mediterranea, Napoletana, Campana, Italiana (sud)","Via Dei Neri 73/R, 50122, Firenze Italia",+39 055 287815,,Centro storico di Firenze,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d11965268-Reviews-Pizza_Napoli_1955-Florence_Tuscany.html
119,Amorini,"4,5 ",683 recensioni,€,,"Italiana, Fast food, Wine Bar, Toscana, Italiana (centro)","Via Dei Servi 16R, 50122, Firenze Italia",+39 055 281081,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d5247585-Reviews-Amorini-Florence_Tuscany.html
120,College Firenze,"4,5 ",425 recensioni,€,,"Italiana, Fast food, Mediterranea, Toscana, Italiana (centro)","Via Pietrapiana 21/R, 50121, Firenze Italia",+39 055 200 1648,,Santa Croce,"0,6 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d5074549-Reviews-College_Firenze-Florence_Tuscany.html
121,Touch Bistrò Toscano,"4,5 ",940 recensioni,€€-€€€,,"Italiana, Pesce, Mediterranea, Europea, Toscana, Italiana (centro), Contemporanea","Via di Mezzo 42/R Angolo Via Fiesolana, 50121, Firenze Italia",+39 055 246 6150,,Santa Croce,"0,4 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d3169742-Reviews-Touch_Bistro_Toscano-Florence_Tuscany.html
122,La Pepiniere Ristorante Biologico,"4,5 ",198 recensioni,€€-€€€,,"Contemporanea, Italiana, Pizza, Mediterranea, Salutistica, Internazionale","Borgo San Frediano 169/r, 50124, Firenze Italia",+39 055 223914,,San Frediano,"0,8 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d14039503-Reviews-La_Pepiniere_Ristorante_Biologico-Florence_Tuscany.html
123,All'Antico Ristoro di Cambi,"4,0 ",2.993 recensioni,€€-€€€,,"Italiana, Toscana, Italiana (centro)","Via Sant'Onofrio 1/R angolo Piazza del Tiratoio, 50124, Firenze Italia",+39 055 217134,,San Frediano,"0,7 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d696621-Reviews-All_Antico_Ristoro_di_Cambi-Florence_Tuscany.html
124,Osteria Pastella,"4,5 ",1.840 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Contemporanea, Salutistica, Toscana, Italiana (centro)","Via della Scala 17/R, 50123, Firenze Italia",+39 055 267 0240,,Centro storico di Firenze,"0,2 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d5993177-Reviews-Osteria_Pastella-Florence_Tuscany.html
125,Livio Pizzeria Napoletana,"4,5 ",1.055 recensioni,€,,"Italiana, Pizza, Mediterranea, Europea, Napoletana, Campana, Italiana (sud)","Via Nazionale 77R Angolo Le Fonticine, 50123, Firenze Italia",+39 055 019 1159,,Centro storico di Firenze,"0,5 km da Campanile di Giotto",https://www.tripadvisor.it/Restaurant_Review-g187895-d10636209-Reviews-Livio_Pizzeria_Napoletana-Florence_Tuscany.html
126,Alsolitoposto,"4,5 ",226 recensioni,€€-€€€,,"Italiana, Pizza, Napoletana, Campana, Italiana (sud), Mediterranea","Via Camaldoli, 2/R, 50124, Firenze Italia",+39 055 229593,,San Frediano,"0,5 km da Piazza Santo Spirito",https://www.tripadvisor.it/Restaurant_Review-g187895-d13810334-Reviews-Alsolitoposto-Florence_Tuscany.html
127,Ristorante Alla Griglia,"4,5 ",2.076 recensioni,€€-€€€,,"Italiana, Steakhouse, Pesce, Salutistica, Toscana, Italiana (centro)","Via dei Banchi 25/r Via dei Banchi 25R, 50123, Firenze Italia",+39 055 290314,,Centro storico di Firenze,"0,4 km da Museo dell'Opera del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1571504-Reviews-Ristorante_Alla_Griglia-Florence_Tuscany.html
128,La Salmoneria,"4,5 ",453 recensioni,€€-€€€,,"Italiana, Pizza, Pesce, Mediterranea","Piazza del Mercato Centrale, 20/R Piazza, 50123, Firenze Italia",+39 055 205 2825,,Centro storico di Firenze,"0,4 km da Museo dell'Opera del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d4047669-Reviews-La_Salmoneria-Florence_Tuscany.html
